entity,
2016年,
全行业,
运输总周转量962.51亿吨公里,
比上年增长13.0%,
国内航线,
运输总周转量621.93亿吨公里,
比上年增长11.2%,
港澳台航线,
15.43亿吨公里,
比上年下降4.9%,
国际航线,
运输总周转量340.58亿吨公里,
比上年增长16.4%,
全行业,
旅客周转量8378.13亿人公里,
比上年增长15.0%,
国内航线,
旅客周转量6217.75亿人公里,
比上年增长11.7%,
港澳台航线,
144.10亿人公里,
比上年下降5.1%,
国际航线,
旅客周转量2160.38亿人公里,
比上年增长25.8%,
全行业,
货邮周转量222.45亿吨公里,
比上年增长6.9%,
国内航线,
货邮周转量72.11亿吨公里,
比上年增长7.7%,
港澳台航线,
2.75亿吨公里,
比上年下降3.4%,
国际航线,
货邮周转量150.34亿吨公里,
比上年增长6.5%,
2016年,
全行业,
旅客运输量48796万人次,
比上年增长11.9%,
国内航线,
旅客运输量43634万人次,
比上年增长10.7%,
港澳台航线,
985万人次,
比上年下降3.4%,
国际航线,
旅客运输量5162万人次,
比上年增长22.7%,
2016年,
全行业,
货邮运输量668.0万吨,
比上年增长6.2%,
国内航线,
货邮运输量474.8万吨,
比上年增长7.3%,
港澳台航线,
22.0万吨,
比上年下降0.6%,
国际航线,
货邮运输量193.2万吨,
比上年增长3.4%,
2016年,
民航运输机场,
旅客吞吐量[5]10.16亿人次,
比上年增长11.1%,
2016年,
东部地区,
旅客吞吐量5.51亿人次,
东北地区,
旅客吞吐量0.62亿人次,
中部地区,
旅客吞吐量1.02亿人次,
西部地区,
旅客吞吐量3.01亿人次,
2016年,
民航运输机场,
货邮吞吐量[7]1510.40万吨,
比上年增长7.2%,
2016年,
东部地区,
货邮吞吐量1131.37万吨,
东北地区,
货邮吞吐量53.10万吨,
中部地区,
货邮吞吐量95.45万吨,
西部地区,
货邮吞吐量230.49万吨,
2016年,
民航运输机场,
起降架次[8]923.8万架次,
比上年增长7.9%,
2016年,
年旅客吞吐量,
100万人次以上,
运输机场77个,
北京、上海和广州三大城市,
机场,
旅客吞吐量,
全部境内机场旅客吞吐量的26.2%,
截至2016年底,
全行业,
期末在册架数2950架,
