entity,
2013年,
全行业,
运输总周转量671.72亿吨公里,
比上年增加61.40亿吨公里,
增长10.1%,
旅客周转量501.43亿吨公里,
比上年增加55.00亿吨公里,
增长12.3%,
货邮周转量170.29亿吨公里,
，比上年增加6.40亿吨公里,
增长3.9%,
2013年,
国内航线,
运输周转量461.05亿吨公里,
比上年增加45.21亿吨公里,
增长10.9%,
港澳台航线,
14.23亿吨公里,
比上年增加0.56亿吨公里,
增长4.1%,
国际航线,
运输周转量210.68亿吨公里,
比上年增长16.19亿吨公里,
增长8.3%,
国内航线,
旅客运输量32742万人次,
比上年增加3142万人次,
增长10.6%,
港澳台航线,
904万人次,
比上年增加70万人次,
增长8.4%,
国际航线,
旅客运输量2655万人次,
比上年增加319万人次,
增长13.7%,
国内航线,
货邮运输量406.7万吨,
比上年增长4.7%,
港澳台航2线,
19.9万吨,
比上年降低4.4%,
国际航线,
货邮运输量154.5万吨,
比上年降低1.3%,
截至2013年底,
全行业,
运输飞机期末在册架数2145架,
比上年增加204架,
截至2013年底,
我国,
颁证运输机场193个,
比上年增加10个,
2013年,
新增机场,
内蒙古阿拉善左旗机场,
内蒙古阿拉善右旗机场,
内蒙古额济纳旗机场,
河北张家口机场,
四川稻城机场,
贵州凯里机场,
安徽池州机场,
贵州毕节机场,
江西宜春机场,
甘肃甘南藏族自治州夏河机场,
合肥机场,
迁建,
新疆且末机,
停航,
我国,
航空公司,
国际定期航班,
50个国家的118个城市,
内地航空公司定期航班,
41个内地城市,
香港,
10个内地城市,
澳门,
大陆航空公司,
42个大陆城市,
台湾地区,
2013年底,
我国,
其他国家或地区,
双边航空运输协定115个,
比2012年底增加1个,
亚洲44个国家,
非洲23个国家,
欧洲35个国家,
美洲9个国家,
大洋洲4个国家,
截至2013年底,
我国,
运输航空公司46家,
国有控股公司36家,
民营和民营控股公司10家,
全货运航空公司7家,
中外合资航空公司13家,
上市公司5家,
中航集团,
飞行小时175.5万小时,
运输总周转量188.8亿吨公里,
比上年增加6.9%,
旅客运输量0.89亿人次,
比上年增加8.1%,
货邮运输量156.0万吨,
比上年增加0.3%,
东航集团,
飞行小时155.3万小时,
运输总周转量155.3亿吨公里,
比上年增加7.8%,
旅客运输量0.79亿人次,
比上年增加8.2%,
货邮运输量140.9万吨,
比上年降低0.5%,
南航集团,
飞行小时182.9万小时,
运输总周转量174.8亿吨公里,
比上年增加7.8%,
旅客运输量0.92亿人次,
比上年增加6.2%,
货邮运输量127.6万吨,
比上年增加3.7%,
海航集团,
飞行小时95.1万小时,
运输总周转量84.1亿吨公里,
比上年增加19.3%,
旅客运输量0.51亿人次,
比上年增加22.1%,
货邮运输量65.2万吨,
比上年增加12.4%,
其他航空公司,
飞行小时82.5万小时,
运输总周转量68.6亿吨公里,
比上年增加20.5%,
旅客运输量0.43亿人次,
比上年增加20.8%,
货邮运输量71.5万吨,
比上年增加7.1%,
工业航空作业,
9.64万小时,
比上年增长25%,
农林业航空作业,
3.41万小时,
比上年增长7.0%,
其他通用航空作业,
45.89万小时,
比上年增长12.5%,
截至2013年底,
用航空经营许可证,
通用航空企业189家,
华北地区48家,
中南地区39家,
华东地区36家,
东北地区20家,
西南地区24,
西北地区16家,
新疆地区6家,
2013年,
全行业,
在册运输飞机,
平均日利用率为9.53小时,
比上年提高0.38小时,
大中型飞机,
平均日利用率为9.76小时,
比上年提高0.18小时,
小型飞机,
平均日利用率为6.60小时,
比上年提高1.69小时,
2013年,
正班客座率平均为81.1%,
比上年提高1.5个百分点,
2013年,
正班载运率平均为72.2%,
比上年提高1.6个百分点,
航空公司,
营业收入4049.9亿元,
