entity,
2018年,
全行业,
运输总周转量1206.53亿吨公里,
比上年增长11.4%,
国内航线,
运输总周转量771.51亿吨公里,
比上年增长11.1%,
港澳台航线,
17.51亿吨公里,
比上年增长8.8%,
国际航线,
运输总周转量435.02亿吨公里,
比上年增长12.0%,
全行业,
旅客周转量10712.32亿人公里,
比上年增长12.6%,
国内航线,
旅客周转量7889.70亿人公里,
比上年增长12.1%,
港澳台航线,
165.05亿人公里,
比上年增长11.3%,
国际航线,
旅客周转量2822.61亿人公里,
比上年增长14.0%,
国内航线,
货邮周转量75.47亿吨公里,
比上年增长3.4%,
港澳台航线,
3.01亿吨公里,
比上年下降1.2%,
国际航线,
货邮周转量187.03亿吨公里,
比上年增长9.6%,
2018年,
全行业,
旅客运输量61173.77万人次,
比上年增长10.9%,
国内航线,
旅客运输量54806.50万人次,
比上年增长10.5%,
港澳台航线,
1127.09万人次,
比上年增长9.8%,
国际航线,
旅客运输量6367.27万人次,
比上年增长14.8%,
2018年,
全行业,
货邮运输量738.51万吨,
比上年增长4.6%,
国内航线,
货邮运输量495.79万吨,
比上年增长2.5%,
港澳台航线,
23.48万吨,
比上年下降2.8%,
国际航线,
货邮运输量242.72万吨,
比上年增长9.3%,
2018年,
全行业,
运输航空公司,
运输飞行小时1153.52万小时,
比上年增长8.9%,
国内航线,
运输飞行小时934.00万小时,
比上年增长8.4%,
港澳台航线,
19.73万小时,
比上年增长8.3%,
国际航线,
运输飞行小时219.52万小时,
比上年增长10.8%,
2018年,
全行业,
运输航空公司,
运输起飞架次469.47万架次,
比上年增长7.6%,
国内航线,
运输起飞架次425.95万架次,
比上年增长7.3%,
港澳台航线,
8.22万架次,
比上年增长7.3%,
国际航线,
运输起飞架次43.52万架次,
比上年增长10.8%,
2018年,
全行业,
运输航空公司,
非生产飞行小时4.46万小时,
训练飞行1.63万小时,
非生产起飞架次7.29万架次,
截至2018年底,
我国,
运输航空公司60家,
比上年底净增2家,
国有控股公司45家,
民营和民营控股公司15家,
全货运航空公司9家,
中外合资航空公司10家,
上市公司8家,
截至2018年底,
全行业,
运输飞机期末在册架数3639架,
比上年底增加343架,
我国,
航空公司,
国际定期航班,
65个国家的165个城市,
国内航空公司定期航班,
32个内地城市,
香港,
14个内地城市,
澳门,
大陆航空公司,
48个大陆城市,
台湾地区,
2018年,
中航集团,
飞行小时270.75万小时,
运输总周转量312.53亿吨公里,
比上年增长9.1%,
旅客运输量1.37亿人次,
比上年增长8.6%,
货邮运输量209.11万吨,
比上年增长4.0%,
2018年,
东航集团,
飞行小时224.77万小时,
运输总周转量232.73亿吨公里,
比上年增长9.1%,
旅客运输量1.21亿人次,
比上年增长9.4%,
货邮运输量144.30万吨,
比上年增长0.3%,
2018年,
南航集团,
飞行小时277.20万小时,
运输总周转量303.34亿吨公里,
比上年增长11.2%,
旅客运输量1.40亿人次,
比上年增长10.8%,
货邮运输量173.23万吨,
比上年增长3.6%,
2018年,
海航集团,
飞行小时185.19万小时,
运输总周转量194.42亿吨公里,
比上年增长15.5%,
旅客运输量1.09亿人次,
比上年增长10.3%,
货邮运输量86.14万吨,
比上年增长10.1%,
2018年,
其他航空公司,
飞行小时195.61万小时,
运输总周转量163.51亿吨公里,
比上年增长14.9%,
旅客运输量1.05亿人次,
比上年增长16.8%,
货邮运输量125.73万吨,
比上年增长8.9%,
截至2018年底,
我国,
颁证运输机场235个,
比上年底增加6个,
2018年,
新增机场,
甘肃陇南机场,
新疆若羌机场,
青海海北机,
河南信阳机场,
湖南岳阳机场,
新疆图木舒克机场,
2018年,
安康机场,
梧州长洲岛机场,
停航,
2018年,
全行业,
续建机场项目174个,
跑道6条,
停机位305个,
航站楼面积133.1万平米,
截止2018年底,
全行业,
运输机场,
跑道255条,
停机位5800个,
航站楼面积1454.58万平米,
2018年,
东部地区,
旅客吞吐量6.73亿人次,
比上年增长9.7%,
东北地区,
旅客吞吐量0.79亿人次,
比上年增长9.7%,
中部地区,
旅客吞吐量1.40亿人次,
比上年增长14.8%,
西部地区,
旅客吞吐量3.72亿人次,
比上年增长9.4%,
2018年,
民航,
运输机场,
货邮吞吐量[10]1674.02万吨,
比上年增长3.5%,
2018年,
东部地区,
货邮吞吐量1245.75万吨,
比上年增长2.5%,
东北地区,
货邮吞吐量55.07万吨,
比上年增长0.6%,
中部地区,
货邮吞吐量113.42万吨,
比上年增长10.5%,
西部地区,
货邮吞吐量259.78万吨,
比上年增长6.3%,
2018年,
民航,
运输机场,
起降架次[11]1108.83万架次,
比上年增长8.2%,
运输架次937.27万架次,
比上年增长7.4%,
2018年,
年旅客吞吐量,
100万人次以上,
运输机场95个,
北京、上海和广州三大城市,
机场,
旅客吞吐量,
全部境内机场旅客吞吐量的23.3%,
比上年降低1.0个百分点,
截至2018年底,
通用航空经营许可证,
通用航空企业422家,
华北地区96家,
中南地区37家,
华东地区106家,
东北地区89家,
西南地区52家,
西北地区27家,
新疆地区15家,
2018年底,
通用航空,
在册航空器总数达到2495架,
教学训练用飞机692架,
2018年,
126座通用机场获得颁证,
全行业,
颁证通用机场数量达到202座,
2018年,
全行业,
通用航空生产飞行93.71万小时,
比上年增长11.9%,
载客类作业,
8.47万小时,
比上年增长7.9%,
作业类作业,
15.39万小时,
比上年增长6.4%,
培训类作业,
30.65万小时,
比上年增长18.6%,
其他类作业,
4.99万小时,
比上年增长200.5%,
非经营性,
34.21万小时,
比上年增长0.8%,
2018年底,
全行业,
无人机拥有者注册用户达27.1万个,
个人用户24万个,
企业、事业、机关法人单位用户3.1万个,
2018年,
全行业,
无人机有效驾驶员执照44573本,
2018年,
全行业,
无人机共28.7万架,
无人机,
飞行活动达37万小时,
2018年,
全行业,
册运输飞机,
平均日利用率为9.36小时,
比上年减少0.13小时,
大中型飞机,
平均日利用率为9.48小时,
比上年减少0.15小时,
小型飞机,
平均日利用率为6.91小时,
比上年减少0.13小时,
2018年,
正班客座率平均为83.2%,
与上年持平,
2018年,
正班载运率平均为73.2%,
比上年降低0.3个百分点,
航空公司,
营业收入6130.2亿元,
比上年增长14.5%,
利润总额250.3亿元,
比上年减少160.4亿元,
机场,
营业收入1104.2亿元,
比上年增长16.0%,
利润总额173.2亿元,
比上年增加28.2亿元,
保障企业,
营业收入2908.1亿元,
比上年增长29.2%,
利润总额113.1亿元,
比上年增加9.4亿元,
2018年,
全行业,
运输收入水平为4.69元/吨公里,
12比上年提高0.11元/吨公里,
客运收入水平5.61元/吨公里,
比上年提高0.09元/吨公里,
货邮运输收入水平1.56元/吨公里,
比上年提高0.07元/吨公里,
2018年,
全行业,
应交税金366.8亿元,
比上年减少10.6%,
2018年,
民航安全运行平稳可控，运输航空百万小时重大事故率十年滚动值为0.013（世界平均水平为0.153）,
发生通用航空事故13起，死亡15人,
自2010年8月25日至2018年底,
运输航空,
安全飞行100个月，累计安全飞行6836万小时,
2018年,
事故征候568起,
同比下降1.22%,
严重事故征候16起,
同比下降23.81%,
严重事故征候,
人为责任原因事故征候,
万时率,
0.0139和0.0329,
2018年,
全行业,
38家运输航空公司未发生责任事故征候,
2018年,
民航安检部门,
旅客6.16亿人次,
托运行李3.36亿件次,
航空货物（不含邮件、快件）4.69亿件次,
邮件、快件2.44亿件次,
编造虚假恐怖威胁信息非法干扰事件41起,
各类安保事件17515起,
同比下降9.58%,
截至2018年底,
民航,
16年零8个月的空防安全零责任13事故纪录,
2018年,
客运航空公司,
航班434.58万班次,
正常航班348.24万班次,
平均航班正常率为80.13%,
2018年,
主要航空公司,
航班316.43万班次,
正常航班252.98万班次,
平均航班正常率为79.95%,
截至2018年底,
全国229家机场全面开通“航信通”,32家机场实现国内航班旅客乘机全流程电子化，全年“无纸化”乘机的旅客达2.25亿人次,
已有12家航空公司在301架航空器上开通客舱网络服务,
2018年,
民航局、各地区管理局、民航局消费者事务中心和中国航空运输协会,
航空消费者投诉20761件,
2018年,
受理投诉总量,
比上年减少4020件,
下降16.2%,
2018年,
旅客,
航空公司,
机场,
服务满意度,
4.30分和4.3214分,
2018年,
民航直属院校,
招收学生23119人,
研究生1037人,
普通本专科生19639人,
成人招生2443人,
飞行学生5521人,
2018年,
民航直属院校,
在校生数达到72944人,
研究生3198人,
普通本专科生64908人,
成人在校生4838人,
2018年,
民航直属院校,
毕业学生18715人,
硕士研究生825人,
普通本专科16334人,
成人学生1556人,
2018年,
全行业,
12名领军人才,
33名拔尖人才,
20个创新团队,
31家民航科技创新“四型”科研院所和“五大”基地,
2018年,
民航,
科技成果17项,
民航协会科学技术奖18项,
截至2018年底,
全行业,
14家航空公司,
