entity,
2017年,
全行业,
运输总周转量1083.08亿吨公里,
比上年增长12.6%,
国内航线,
运输总周转量694.60亿吨公里,
比上年增长11.7%,
港澳台航线,
16.10亿吨公里,
比上年增长4.3%,
国际航线,
运输总周转量388.48亿吨公里,
比上年增长14.3%,
全行业,
运输总周转量,
年均增长12.2%,
全行业,
旅客周转量9513.04亿人公里,
比上年增长13.5%,
国内航线,
旅客周转量7036.53亿人公里,
比上年增长13.2%,
港澳台航线,
148.25亿人公里,
比上年增长2.9%,
国际航线,
旅客周转量2476.51亿人公里,
比上年增长14.6%,
全行业,
旅客周转量,
年均增长13.6%,
全行业,
货邮周转量243.55亿吨公里,
比上年增长9.8%,
国内航线,
货邮周转量72.97亿吨公里,
比上年增长1.2%,
港澳台航线,
3.05亿吨公里,
比上年增长11.0%,
国际航线,
货邮周转2量170.59亿吨公里,
比上年增长13.9%,
2017年,
全行业,
旅客运输量55156万人次,
比上年增长13.0%,
国内航线,
旅客运输量49611万人次,
比上年增长13.7%,
港澳台航线,
1027万人次,
比上年增长4.3%,
国际航线,
旅客运输量5545万人次,
比上年增长7.4%,
全行业,
旅客运输量,
年均增长11.5%,
2017年,
全行业,
货邮运输量705.9万吨,
比上年增长5.6%,
国内航线,
货邮运输量483.8万吨,
比上年增长1.9%,
港澳台航线,
24.2万吨,
比上年增长10.0%,
国际航线,
货邮运输量222.1万吨,
比上年增长15.0%,
全行业,
货邮运输量,
年均增长5.3%,
2017年,
民航运输机场,
旅客吞吐量[5]11.48亿人次,
比上年增长12.9%,
2017年,
东部地区,
旅客吞吐量6.14亿人次,
东北地区,
旅客吞吐量0.72亿人次,
中部地区,
旅客吞吐量1.22亿人次,
西部地区,
旅客吞吐量3.40亿人次,
2017年,
民航运输机场,
货邮吞吐量[7]1617.73万吨,
比上年增长7.1%,
2017年,
东部地区,
货邮吞吐量1215.89万吨,
东北地区,
货邮吞吐量54.74万吨,
中部地区,
货邮吞吐量102.61万吨,
西部地区,
货邮吞吐量244.49万吨,
2017年,
运输机场,
起降架次[8]1024.9万架次,
比上年增长10.9%,
2017年,
年旅客吞吐量,
100万人次以上,
运输机场84个,
北京、上海和广州三大城市,
机场,
旅客吞吐量,
全部境内机场旅客吞吐量的24.3%,
截至2017年底,
全行业,
运输飞机期末在册架数3296架,
比上年底增加346架,
截至2017年底,
我国,
颁证运输机场229个,
比上年底增加11个,
2017年,
新增机场,
云南澜沧机场,
新疆莎车机场,
内蒙古霍林郭勒机场,
吉林松原机场,
吉林白城机场,
江西上饶机场,
河北承德机场,
湖南邵阳机场,
贵州茅台机场,
黑龙江五大连池机场,
黑龙江建三江机场,
陕西安康机场,
我国,
航空公司,
国际定期航班,
60个国家的158个城市,
国内航空公司定期航班,
30个内地城市,
香港,
12个内地城市,
澳门,
大陆航空公司,
46个大陆城市,
台湾地区,
